X,Y,Theta,Theta_delta,US1,US2,US3,,,US_X,US_Y
150,104,-8820,239,7,41,98,8.051,-2.905,17.75697796,36.92958286
122,136,-8585,235,115,77,100,7.929,-2.769,25.85790988,72.11460428
84,162,-8330,255,115,77,100,7.845,-2.607,27.26789646,71.90307377
40,178,-8075,255,40,100,58,7.805,-2.429,33.02954086,94.33732957
39,178,-8071,4,77,98,56,7.766,-2.251,8.157998955,95.748216
39,178,-8071,0,77,98,56,7.727,-2.073,7.727,95.927
41,178,-8083,-12,75,96,56,7.686,-1.895,6.534027648,94.09808808
43,178,-8091,-8,75,96,54,7.643,-1.717,6.875008192,94.27992802
94,354,-8115,-24,73,93,51,7.549,-1.363,5.317214266,91.61021729
101,352,-8135,-20,73,93,51,7.448,-1.011,5.588123998,91.97040062
55,174,-8163,-28,71,91,49,7.393,-0.837,4.845332926,90.12733033
119,346,-8187,-24,70,89,47,7.274,-0.491,5.13820505,88.48336923
64,171,-8210,-23,70,89,47,7.21,-0.32,5.163180472,88.65646054
68,170,-8234,-24,68,86,45,7.142,-0.15,5.078198138,85.82523319
140,338,-8246,-12,66,83,43,7.002,0.188,6.006023904,83.18202407
72,168,-8262,-16,66,83,43,6.93,0.356,5.602056661,83.34537623
153,332,-8286,-24,65,80,40,6.777,0.688,4.857184315,80.66496111
80,164,-8306,-20,62,77,38,6.697,0.852,5.157102665,77.83660051
169,325,-8334,-28,62,77,38,6.528,1.177,4.372281706,78.14681797
175,321,-8354,-20,60,75,37,6.353,1.498,4.853099998,76.4830005
91,159,-8374,-20,58,71,35,6.262,1.657,4.842094665,72.64280047
290,466,-8410,-36,56,67,33,5.972,2.123,3.560520958,69.07958869
198,308,-8426,-16,56,67,33,5.774,2.431,4.702045738,69.42242418
208,301,-8457,-31,56,64,31,5.566,2.732,3.582317755,66.70125046
217,294,-8489,-32,0,62,29,5.349,3.026,3.365338585,64.99425871
228,286,-8525,-36,0,62,29,5.121,3.312,2.889482081,65.27182834
237,279,-8557,-32,51,59,28,4.884,3.591,2.996322202,62.56079458
243,273,-8581,-24,196,56,27,4.641,3.864,3.29712902,59.84787277
126,132,-8617,-36,196,56,27,4.515,3.996,2.499435428,59.95971592
130,128,-8649,-32,199,58,26,4.385,4.124,2.529316741,62.09430653
272,244,-8692,-43,44,184,25,4.113,4.368,-3.796562011,188.1979182
279,237,-8720,-28,44,184,25,3.834,4.605,-1.317326832,188.5328767
285,229,-8748,-28,39,48,25,3.549,4.834,2.205175609,52.81518523
146,110,-8780,-32,119,35,24,3.403,4.944,2.283191137,39.92608153
150,104,-8816,-36,119,35,24,3.253,5.048,1.993272142,40.02532245
463,295,-8856,-40,120,30,27,2.79,5.343,1.590319974,35.3190032
157,93,-8892,-36,119,26,35,2.633,5.436,1.697202163,31.41915382
641,354,-8920,-28,30,22,32,1.992,5.79,1.376080488,27.78137656
489,250,-8951,-31,30,22,32,1.503,6.04,0.8211092284,28.02942985
166,77,-8987,-36,119,19,29,1.337,6.117,0.6531477344,25.10468933
337,143,-9023,-36,22,16,28,1,6.26,0.4241244079,22.24963312
171,64,-9063,-40,22,16,28,0.829,6.324,0.189170653,22.31120171
347,115,-9103,-40,53,13,26,0.482,6.439,-0.03786134443,19.42860139
182,18,-9322,-219,44,10,26,0.3,6.457,-1.872536167,16.21815191
180,-32,-9605,-283,16,6,9,0.12,6.425,-1.555425402,12.18633229
161,-87,-9919,-314,41,8,4,-0.041,6.338,-2.511924161,13.94684576
130,-128,-10202,-283,41,8,4,-0.171,6.21,-2.404900536,13.89177638
91,-158,-10473,-271,37,11,4,-0.262,6.052,-3.206645815,16.65054051
45,-177,-10744,-271,40,37,7,-0.307,5.875,-10.21171774,41.52463627
-2,-183,-11011,-267,123,37,35,-0.305,5.692,-10.06704034,41.38096984
-53,-175,-11294,-283,123,37,35,-0.252,5.517,-10.58378998,41.04521577
-113,-144,-11660,-366,133,130,37,-0.139,5.373,-46.66382115,126.7626248
-123,-135,-11736,-76,133,130,37,-0.016,5.238,-9.8864916,134.8627407
-131,-128,-11792,-56,134,100,110,0.115,5.11,-5.482073526,104.953241
-135,-123,-11824,-32,134,100,172,0.25,4.987,-2.949453895,104.9358044
-137,-120,-11847,-23,134,100,172,0.387,4.867,-1.912797222,104.8405512
-139,-118,-11863,-16,132,131,112,0.526,4.749,-1.569910572,135.7322324
-281,-234,-11871,-8,131,129,109,0.807,4.515,-0.224988992,133.510872
-142,-115,-11887,-16,131,129,109,0.949,4.4,-1.114911937,133.3834884
-290,-223,-11911,-24,128,133,170,1.239,4.177,-1.952693577,137.1386978
-149,-106,-11947,-36,126,128,109,1.388,4.071,-3.219004736,131.988065
-303,-205,-11971,-24,126,124,192,1.691,3.866,-1.284714312,127.8302897
-466,-291,-12007,-36,126,124,192,2.157,3.575,-2.306035838,127.4946567
-316,-185,-12035,-28,126,122,191,2.473,3.39,-0.9425536602,125.3421791
-160,-88,-12063,-28,122,118,121,2.633,3.302,-0.6705682943,121.255747
-161,-85,-12079,-16,122,118,121,2.794,3.217,0.9060805536,121.2018963
-328,-162,-12106,-27,125,116,69,3.122,3.055,-0.00961947587,119.0127206
-166,-77,-12130,-24,121,117,140,3.288,2.978,0.4802695602,119.9443056
-167,-74,-12146,-16,121,117,140,3.455,2.904,1.583079871,119.8890243
-338,-139,-12174,-28,114,115,155,3.793,2.765,0.5734207302,117.7199229
-170,-65,-12198,-24,107,112,150,3.963,2.7,1.275258041,114.6677455
-172,-61,-12222,-24,107,112,150,4.135,2.639,1.447258041,114.6067455
-346,-119,-12234,-12,33,111,107,4.481,2.52,3.149031968,113.5120081
-349,-111,-12258,-24,32,106,104,4.83,2.409,2.286244217,108.3784735
-352,-99,-12290,-32,31,104,103,5.182,2.31,1.85456795,106.2567565
-709,-185,-12310,-20,31,104,103,5.891,2.125,3.811138664,106.1042007
-534,-128,-12329,-19,29,101,101,6.425,1.997,4.506115458,102.97877
-179,-37,-12357,-28,29,99,97,6.604,1.96,3.832362194,100.9211945
-179,-36,-12365,-8,29,99,97,6.783,1.924,5.991008448,100.920832
-180,-33,-12381,-16,27,95,96,6.963,1.891,5.443064853,96.87884026
-180,-29,-12405,-24,26,93,93,7.143,1.862,4.911214266,94.83521729
-362,-51,-12425,-20,26,93,93,7.505,1.811,5.645123998,94.79240062
-364,-41,-12453,-28,25,90,94,7.869,1.77,5.349329267,91.7347223
-364,-34,-12473,-20,24,89,92,8.233,1.736,6.453118664,90.71820059
-182,-13,-12493,-20,24,89,92,8.415,1.723,6.635118664,90.70520059
-365,-20,-12509,-16,23,85,94,8.78,1.703,7.420058026,86.69212023
-366,-12,-12533,-24,21,78,90,9.146,1.691,7.274179707,79.66853708
-366,-3,-12557,-24,20,79,88,9.512,1.688,7.616182011,80.66524909
-366,6,-12584,-27,20,79,88,9.878,1.694,7.74525915,80.66520625
-183,7,-12608,-24,18,77,105,10.061,1.701,8.213177403,78.67882506
-182,13,-12640,-32,17,74,111,10.243,1.714,7.875404118,75.67611523
-364,34,-12660,-20,17,74,111,10.607,1.748,9.127098665,75.73320049
-181,21,-12684,-24,16,73,107,10.788,1.769,9.036168187,74.74797701
-181,26,-12712,-28,14,71,106,10.969,1.795,8.981259755,72.76716982
-360,63,-12740,-28,14,71,106,11.329,1.858,9.341259755,72.83016982
-359,72,-12764,-24,13,99,102,11.688,1.93,9.312228089,100.9014894
-358,74,-12772,-8,11,93,99,12.046,2.004,11.30200794,95.00102402
-182,17,-12664,108,11,93,99,12.228,2.021,22.25248585,94.47915098
-182,-21,-12449,215,8,91,97,12.41,2,31.82461598,90.90485187
-170,-65,-12198,251,7,92,96,12.58,1.935,35.4302928,91.05213707
-149,-105,-11951,247,9,97,79,12.729,1.83,36.44512296,95.88607642
0,0,-11672,279,9,97,79,12.729,1.83,39.44226215,95.0791374
0,0,-11401,271,87,96,56,12.729,1.83,38.42772711,94.32635358
-24,-181,-11130,271,56,77,53,12.753,1.649,33.3655207,75.8387836
-23,181,-10867,263,56,77,53,12.776,1.83,32.79434917,76.18230794
60,-172,-10656,211,93,118,54,12.716,1.658,37.42966351,117.040992
84,-162,-10517,139,68,52,56,12.632,1.496,19.83674711,52.9944623
87,-160,-10497,20,75,51,100,12.545,1.336,13.564932,52.32580034
86,-161,-10501,-4,75,50,99,12.459,1.175,12.25900053,51.1746
84,-162,-10513,-12,75,49,96,12.375,1.013,11.78701411,50.00947204
83,-163,-10521,-8,73,48,98,12.292,0.85,11.9080041,48.84846401
81,-164,-10533,-12,73,48,98,12.211,0.686,11.63501382,48.68254404
79,-164,-10545,-12,74,46,96,12.132,0.522,11.58001325,46.51868804
154,-332,-10561,-16,71,45,53,11.978,0.19,11.25803072,45.18424012
73,-168,-10585,-24,74,43,48,11.905,0.022,10.87309907,43.00961659
139,-338,-10605,-20,74,43,48,11.766,-0.316,10.90605733,42.67540029
130,-342,-10632,-27,98,40,47,11.636,-0.658,10.55613122,39.32742089
120,-346,-10660,-28,71,38,43,11.516,-1.004,10.45213902,36.98110497
54,-174,-10692,-32,71,38,43,11.462,-1.178,10.24620752,36.80254566
49,-176,-10720,-28,99,37,40,11.413,-1.354,10.37713537,35.63149695
46,-177,-10740,-20,67,35,37,11.367,-1.531,10.66704667,33.46200023
85,-356,-10760,-20,67,35,37,11.282,-1.887,10.58204667,33.10600023
37,-179,-10788,-28,102,33,34,11.245,-2.066,10.32112073,30.92106485
32,-180,-10816,-28,56,31,32,11.213,-2.246,10.34511341,28.74184879
21,-181,-10875,-59,63,29,29,11.192,-2.427,9.481992492,26.52254014
16,-182,-10903,-28,58,27,26,11.176,-2.609,10.42009878,24.38041669
11,-182,-10931,-28,53,25,24,11.165,-2.791,10.46509146,22.19920064
8,-183,-10951,-20,53,25,24,11.157,-2.974,10.65703333,22.02100017
3,-183,-10975,-24,52,23,21,11.154,-3.157,10.60205299,19.83637632
-1,-366,-10999,-24,49,22,20,11.155,-3.523,10.62705069,18.4706643
-11,-366,-11027,-28,49,22,20,11.166,-3.889,10.55008049,18.10237656
-11,-182,-11059,-32,48,19,19,11.177,-4.071,10.56910376,14.91927283
-16,-182,-11083,-24,45,17,16,11.193,-4.253,10.78503917,12.74210424
-20,-182,-11106,-23,45,17,16,11.213,-4.435,10.82203447,12.5605037
-25,-181,-11134,-28,45,14,13,11.238,-4.616,10.84605122,9.378512359
-32,-180,-11174,-40,41,100,10,11.27,-4.796,7.271066581,95.12401067
-60,-172,-11334,-160,41,100,10,11.33,-4.968,-4.601820661,93.75472834
-100,-153,-11573,-239,38,95,8,11.43,-5.121,-11.05946113,87.17864322
-133,-125,-11812,-239,37,97,8,11.563,-5.246,-11.39992347,88.9967936
-159,-89,-12055,-243,37,97,8,11.722,-5.335,-11.61770993,88.81518821
176,48,-12298,-243,37,38,91,11.546,-5.287,2.40260848,31.59657889
-183,-6,-12529,-231,96,35,39,11.729,-5.293,3.715712348,28.77732757
0,0,-12780,-251,70,96,35,11.729,-5.293,-12.11478379,87.6987952
-163,82,-13031,-251,70,96,35,11.892,-5.211,-11.95178379,87.7807952
-142,115,-13246,-215,59,95,34,12.034,-5.096,-8.234005689,87.71675745
-125,133,-13385,-139,55,96,41,12.159,-4.963,-1.142071588,90.11108424
-109,146,-13497,-112,55,96,41,12.268,-4.817,1.538464753,90.58151714
-96,155,-13580,-83,118,54,92,12.364,-4.662,7.887144311,49.15210376
-85,162,-13652,-72,114,117,65,12.449,-4.5,4.03227645,112.196867
-78,165,-13692,-40,114,117,65,12.527,-4.335,7.8482479,112.5714125
-72,168,-13728,-36,113,123,64,12.599,-4.167,8.171956386,118.7533046
-68,170,-13756,-28,112,121,62,12.667,-3.997,9.279442681,116.9555711
-62,172,-13787,-31,112,121,62,12.729,-3.825,8.978600756,117.1168642
-117,347,-13811,-24,102,123,61,12.846,-3.478,9.894283384,119.4865777
-104,351,-13847,-36,106,123,60,12.95,-3.127,8.522956386,119.7933046
-189,708,-13875,-28,101,42,59,13.139,-2.419,11.96315366,39.56453708
-84,356,-13903,-28,101,42,59,13.223,-2.063,12.04715366,39.92053708
-76,358,-13927,-24,101,38,59,13.299,-1.705,12.38708755,36.28405653
-35,179,-13943,-16,105,35,95,13.334,-1.526,12.77402389,33.4695201
-60,361,-13971,-28,105,35,95,13.394,-1.165,12.41412805,33.8212809
-53,362,-13991,-20,99,32,32,13.447,-0.803,12.80704267,31.19060021
-46,363,-14010,-19,98,30,29,13.493,-0.44,12.92303429,29.55458516
-16,182,-14046,-36,98,30,29,13.509,-0.258,12.42923326,29.7225621
-13,182,-14062,-16,95,27,26,13.522,-0.076,13.09001843,26.92054407
-19,365,-14082,-20,94,24,23,13.541,0.289,13.061032,24.28420016
-9,366,-14110,-28,94,24,23,13.55,0.655,12.8780878,24.64559261
-1,183,-14130,-20,94,21,20,13.551,0.838,13.131028,21.83380014
7,366,-14158,-28,92,19,18,13.544,1.204,13.01206951,20.19655249
9,183,-14190,-32,90,17,15,13.535,1.387,12.99109284,18.37829674
29,365,-14218,-28,90,17,15,13.506,1.752,13.03006219,18.74533644
20,182,-14250,-32,89,16,13,13.486,1.934,12.97408738,17.9258087
27,181,-14285,-35,88,89,10,13.459,2.115,10.34463594,91.06049306
53,175,-14433,-148,88,89,10,13.406,2.29,0.2820339444,90.3170499
96,155,-14692,-259,87,11,7,13.31,2.445,10.49274563,13.07811233
165,79,-15261,-569,87,89,6,13.145,2.524,-34.80729915,77.50117657
182,-19,-15815,-554,59,82,83,12.963,2.505,-30.17663719,72.2400106
169,-69,-16098,-283,59,82,83,12.794,2.436,-10.10348049,81.17420792
143,-114,-16381,-283,55,99,81,12.651,2.322,-14.99351913,97.38398274
112,-144,-16620,-239,54,56,82,12.539,2.178,-0.7179455067,56.58621074
87,-160,-16779,-159,55,53,98,12.452,2.018,4.060462309,54.34946372
71,-168,-16875,-96,55,53,98,12.381,1.85,7.300811568,54.60596351
61,-172,-16939,-64,79,52,54,12.32,1.678,8.994271449,53.57154035
105,-351,-16986,-47,72,51,52,12.215,1.327,9.818882398,52.27068087
45,-177,-17026,-40,72,51,52,12.17,1.15,10.13054396,52.10920544
41,-178,-17050,-24,69,49,50,12.129,0.972,10.95311289,49.95788868
36,-179,-17078,-28,75,48,48,12.093,0.793,10.74917561,48.77418523
29,-180,-17114,-36,75,48,48,12.064,0.613,10.33637322,48.58189936
24,-181,-17146,-32,98,46,46,12.04,0.432,10.56825121,46.40845001
19,-182,-17174,-28,66,45,45,12.021,0.25,10.76116463,45.23236115
28,-365,-17202,-28,66,45,45,11.993,-0.115,10.73316463,44.86736115
9,-183,-17225,-23,64,120,42,11.984,-0.298,9.224243334,119.6702614
14,-366,-17237,-12,63,45,40,11.97,-0.664,11.43001296,44.33276004
9,-366,-17253,-16,63,45,40,11.961,-1.03,11.24103072,43.96424012
0,-183,-17273,-20,61,45,39,11.961,-1.213,11.06106,43.7780003
-5,-366,-17293,-20,60,39,37,11.966,-1.579,11.186052,37.41320026
-15,-366,-17321,-28,57,110,35,11.981,-1.945,8.901402438,108.0118828
-12,-182,-17349,-28,57,110,35,11.993,-2.127,8.913402438,107.8298828
-18,-182,-17377,-28,54,36,33,12.011,-2.309,11.00313171,33.67688892
-43,-363,-17397,-20,53,35,30,12.054,-2.672,11.35404667,32.32100023
-25,-181,-17417,-20,53,35,30,12.079,-2.853,11.37904667,32.14000023
-56,-362,-17433,-16,86,115,29,12.135,-3.215,10.29507851,111.7702803
-31,-180,-17449,-16,83,118,27,12.166,-3.395,10.27808055,114.5898963
-69,-359,-17469,-20,83,118,27,12.235,-3.754,9.87515733,114.2224008
-38,-179,-17492,-23,45,116,25,12.273,-3.933,9.605235222,112.0363194
-85,-356,-17512,-20,41,110,24,12.358,-4.289,10.15814666,105.6890007
-46,-177,-17536,-24,41,110,24,12.404,-4.466,9.764253433,105.5023215
-100,-352,-17556,-20,41,108,22,12.504,-4.818,10.344144,103.1604007
-106,-350,-17572,-16,37,47,20,12.61,-5.168,11.85803208,41.82598413
-55,-174,-17584,-12,35,118,17,12.665,-5.342,11.24903398,112.6495041
-117,-347,-17604,-20,35,118,17,12.782,-5.689,10.42215733,112.2874008
-122,-345,-17620,-16,35,39,15,12.904,-6.034,12.28002662,32.96100811
-64,-171,-17636,-16,29,117,14,12.968,-6.205,11.09607987,110.7800243
-68,-170,-17660,-24,29,117,14,13.036,-6.375,10.22826956,110.5913056
-70,-168,-17676,-16,28,32,13,13.106,-6.543,12.59402185,25.45290409
-74,-167,-17696,-20,24,29,12,13.18,-6.71,12.60003867,22.28420019
-152,-333,-17708,-12,24,29,12,13.332,-7.043,12.98400835,21.95491203
-91,-158,-17799,-91,22,97,10,13.423,-7.201,4.608177688,89.39764858
-121,-136,-18006,-207,20,21,9,13.544,-7.337,9.227977658,13.21468974
-150,-104,-18245,-239,20,21,9,13.694,-7.441,8.722645435,12.96207903
0,0,-18500,-255,21,16,144,13.694,-7.441,9.658073462,8.041612731
-182,-17,-18755,-255,79,15,16,13.876,-7.458,10.09231887,7.056949435
0,0,-19022,-267,56,80,13,13.876,-7.458,-7.231114244,69.7073402
-165,79,-19297,-275,56,80,13,14.041,-7.379,-7.682754956,69.61501581
-137,121,-19572,-275,52,78,15,14.178,-7.258,-7.002661083,67.81116542
-99,153,-19843,-271,54,53,76,14.277,-7.105,0.08916107488,43.9606952
-72,168,-20010,-167,54,53,76,14.349,-6.937,5.539083592,45.32565754
-53,175,-20126,-116,132,52,58,14.402,-6.762,8.383518667,44.88853613
-38,179,-20206,-80,120,50,56,14.44,-6.583,10.4442653,43.25708532
-29,180,-20258,-52,120,50,56,14.469,-6.403,11.87017157,43.52941523
-21,181,-20301,-43,118,124,50,14.49,-6.222,9.159642993,117.6633797
-16,182,-20329,-28,116,125,48,14.506,-6.04,11.00645732,118.9110032
-10,182,-20365,-36,116,125,48,14.516,-5.858,10.01697194,119.0610087
-9,366,-20393,-28,115,172,48,14.525,-5.492,9.709629266,166.4405804
1,183,-20429,-36,114,119,104,14.524,-5.309,10.24092528,113.6138963
5,183,-20449,-20,113,125,43,14.519,-5.126,12.01916666,119.8490008
31,548,-20477,-28,113,125,43,14.488,-4.578,10.98845732,120.3730032
59,730,-20501,-24,111,123,40,14.429,-3.848,11.47728338,119.1165777
19,182,-20524,-23,110,120,37,14.41,-3.666,11.65024333,116.3022614
44,363,-20540,-16,110,120,37,14.366,-3.303,12.44608192,116.6816403
49,363,-20556,-16,108,120,34,14.317,-2.94,12.39708192,117.0446403
27,181,-20572,-16,107,114,32,14.29,-2.759,12.46607782,111.2264083
32,180,-20596,-24,107,114,32,14.258,-2.579,11.52226265,111.3881696
35,179,-20612,-16,106,113,30,14.223,-2.4,12.41507714,110.5855363
37,179,-20628,-16,104,111,28,14.186,-2.221,12.41007578,108.7647923
42,178,-20652,-24,104,111,28,14.144,-2.043,11.48025574,108.9250335
89,355,-20668,-16,101,108,26,14.055,-1.688,12.32707373,106.2981763
98,353,-20692,-24,99,104,24,13.957,-1.335,11.46123961,102.6350494
108,350,-20720,-28,99,104,24,13.849,-0.985,10.93738049,102.9742347
116,347,-20744,-24,96,104,23,13.733,-0.638,11.23723961,103.3320494
124,344,-20768,-24,95,100,21,13.609,-0.294,11.20923039,99.67720138
66,170,-20791,-23,92,97,19,13.543,-0.124,11.31219669,96.85034463
141,338,-20815,-24,92,97,19,13.402,0.214,11.07422348,97.18606534
231,498,-20855,-40,90,93,18,13.171,0.712,9.451991921,93.63760992
81,163,-20883,-28,87,92,17,13.09,0.875,10.51433658,92.83893836
176,321,-20923,-40,87,92,17,12.914,1.196,9.234981255,93.12240981
185,316,-20951,-28,86,86,16,12.729,1.512,10.32131463,87.4782902
97,155,-20979,-28,82,84,15,12.632,1.667,10.28030732,85.63407415
102,151,-21015,-36,82,84,15,12.53,1.818,9.506653142,85.76357388
216,296,-21050,-35,80,82,91,12.314,2.114,9.444585922,84.06378013
112,144,-21082,-32,78,77,87,12.202,2.258,9.738420501,79.21857936
118,139,-21122,-40,78,77,87,12.084,2.397,9.004821268,79.33540821
244,273,-21150,-28,78,74,91,11.84,2.67,9.768270731,76.6409939
250,267,-21174,-24,75,72,99,11.59,2.937,9.862165883,74.916265
261,256,-21214,-40,87,68,94,11.329,3.193,8.609725275,71.13860725
542,492,-21254,-40,87,68,94,10.787,3.685,8.067725275,71.63060725
281,234,-21297,-43,84,66,96,10.506,3.919,7.668874496,69.8579924
290,223,-21333,-36,83,63,94,10.216,4.142,7.948489856,67.10118041
297,214,-21365,-32,83,63,94,9.919,4.356,7.903344046,67.32374675
303,206,-21393,-28,81,61,102,9.616,4.562,7.90822317,65.53808956
154,98,-21425,-32,57,57,96,9.462,4.66,7.63831128,61.63081849
316,185,-21461,-36,57,57,96,9.146,4.845,7.094443203,61.80806799
322,173,-21497,-36,57,54,64,8.824,5.018,6.880419877,58.98301178
328,162,-21533,-36,56,52,52,8.496,5.18,6.624404326,57.14630764
337,143,-21588,-55,53,48,48,8.159,5.323,5.520330799,53.2504183
341,132,-21620,-32,52,45,46,7.818,5.455,6.378245747,50.43196197
346,120,-21656,-36,52,45,46,7.472,5.575,5.852349897,50.54584315
350,107,-21692,-36,53,40,40,7.122,5.682,5.68231102,45.6560828
176,48,-21724,-32,52,37,35,6.946,5.73,5.762202059,42.71105762
534,130,-21752,-28,102,34,32,6.412,5.86,5.46012439,39.84667287
357,81,-21768,-16,102,34,32,6.055,5.941,5.51102321,39.93664809
180,34,-21803,-35,47,31,29,5.875,5.975,4.790221507,36.95601444
542,91,-21823,-20,45,29,26,5.333,6.066,4.753038666,35.06020019
363,48,-21859,-36,45,29,26,4.97,6.114,3.926225489,35.09521003
364,39,-21883,-24,43,26,23,4.606,6.153,3.982059902,32.14551236
182,16,-21899,-16,42,22,20,4.424,6.169,4.072015018,28.16618406
365,26,-21919,-20,42,22,20,4.059,6.195,3.619029333,28.19060015
366,17,-21943,-24,40,20,17,3.693,6.212,3.213046079,26.20624028
366,-5,-22007,-64,37,83,15,3.327,6.207,-1.981374417,89.03707401
366,-17,-22039,-32,35,199,13,2.961,6.19,-3.40591325,205.0881207
364,-37,-22094,-55,34,0,10,2.597,6.153,2.597,6.153
351,-105,-22282,-188,32,192,8,2.246,6.048,-33.63774594,194.6649578
154,-98,-22557,-275,32,192,8,2.092,5.95,-50.0450119,190.7356379
120,-138,-22843,-286,31,104,10,1.972,5.812,-27.36816511,105.5875216
77,-165,-23122,-279,167,28,32,1.895,5.647,-5.816044743,32.56427677
31,-180,-23389,-267,167,28,32,1.864,5.467,-5.523489985,32.47486907
-15,-182,-23648,-259,136,28,27,1.879,5.285,-5.292192939,32.35110411
-63,-171,-23915,-267,126,131,27,1.942,5.114,-32.62089957,131.4722446
-106,-149,-24182,-267,126,131,27,2.048,4.965,-32.51489957,131.3232446
-147,-108,-24497,-315,131,125,136,2.195,4.857,-36.5320589,123.7065474
-154,-98,-24565,-68,131,125,136,2.349,4.759,-6.144450848,129.4701113
-160,-89,-24624,-59,161,128,139,2.509,4.67,-5.038619344,132.4472806
-163,-82,-24664,-40,108,127,126,2.672,4.588,-2.406645442,131.4864135
-330,-158,-24684,-20,35,126,123,3.002,4.43,0.4821679966,130.4048008
-166,-76,-24704,-20,35,126,123,3.168,4.354,0.6481679966,130.3288008
-503,-220,-24720,-16,34,124,123,3.671,4.134,1.68708465,128.1181283
-168,-72,-24728,-8,33,124,123,3.839,4.062,2.847010581,128.058032
-341,-133,-24760,-32,32,120,117,4.18,3.929,0.3406553264,123.8675652
-343,-127,-24776,-16,31,119,96,4.523,3.802,2.619081236,122.7867683
-173,-59,-24800,-24,31,119,96,4.696,3.743,1.840274168,122.7087296
-174,-54,-24827,-27,30,118,114,4.87,3.689,1.684387085,121.6459916
-176,-50,-24851,-24,29,112,110,5.046,3.639,2.358258041,115.6067455
-177,-46,-24875,-24,29,112,110,5.223,3.593,2.535258041,115.5607455
-356,-84,-24899,-24,27,111,107,5.579,3.509,2.915255737,114.4770335
-358,-76,-24923,-24,25,109,106,5.937,3.433,3.321251129,112.4016095
-539,-103,-24943,-20,24,106,104,6.476,3.33,4.356141331,109.3088007
-180,-29,-24971,-28,24,106,104,6.656,3.301,3.688387803,109.2594507
-543,-79,-24987,-16,22,69,102,7.199,3.222,6.095047103,72.21316819
-363,-45,-25007,-20,21,107,101,7.562,3.177,5.422142664,110.1556007
-364,-37,-25031,-24,21,107,101,7.926,3.14,5.358246521,110.1091855
-365,-29,-25051,-20,19,129,98,8.291,3.111,5.711171997,132.0852009
-182,-11,-25071,-20,18,123,94,8.473,3.1,6.013163997,126.0754008
-366,-15,-25090,-19,18,123,94,8.839,3.085,6.502140607,126.0627992
-366,-8,-25110,-20,16,120,101,9.205,3.077,6.805159997,123.0530008
-366,2,-25138,-28,14,116,98,9.571,3.079,6.323424389,119.033531
-183,4,-25154,-16,14,116,98,9.754,3.083,7.898079188,119.0681523
-366,18,-25182,-28,12,114,125,10.12,3.101,6.928417072,117.0563149
-183,8,-25178,4,10,110,87,10.303,3.109,10.74299883,113.10812
-175,-52,-24843,335,8,109,84,10.478,3.057,46.31383952,105.9977237
-156,-96,-24580,263,6,105,92,10.634,2.961,37.93174886,104.3505108
-126,-132,-24325,255,7,80,91,10.76,2.829,30.93963269,80.24206366
88,160,-24067,258,7,80,91,10.672,2.989,31.08378073,80.34117649
-43,-177,-23804,263,102,120,102,10.715,2.812,41.91242727,118.6857267
4,-183,-23537,267,105,91,80,10.711,2.629,34.72034245,90.40457448
-50,176,-23282,255,105,91,80,10.761,2.805,33.71533219,90.86235991
80,-164,-23106,176,78,124,55,10.681,2.641,32.39250434,124.7254404
94,-157,-23023,83,90,85,56,10.587,2.484,17.63390247,87.19138554
99,-153,-22987,36,90,85,56,10.488,2.331,13.54733908,87.27592595
100,-153,-22979,8,88,74,56,10.388,2.178,10.97999369,76.17563201
97,-155,-22999,-20,88,73,57,10.291,2.023,8.831097331,75.00840049
95,-156,-23015,-16,88,73,57,10.196,1.867,9.028049834,74.8576562
91,-158,-23039,-24,110,73,52,10.105,1.709,8.353168187,74.68797701
88,-160,-23059,-20,86,71,51,10.017,1.549,8.597094665,72.53480047
82,-163,-23094,-35,85,71,50,9.935,1.386,7.450507323,72.34251694
80,-164,-23106,-12,91,102,52,9.855,1.222,8.631029376,103.2146561
77,-165,-23122,-16,91,102,52,9.778,1.057,8.146069631,103.0439443
75,-166,-23134,-12,91,46,64,9.703,0.891,9.151013248,46.88768804
71,-168,-23158,-24,86,42,53,9.632,0.723,8.624096765,42.71090458
124,-344,-23214,-56,88,40,62,9.508,0.379,7.26917059,40.31629639
58,-173,-23238,-24,81,38,61,9.45,0.206,8.538087549,38.19505653
54,-175,-23262,-24,81,38,61,9.396,0.031,8.484087549,38.02005653
99,-352,-23286,-24,77,36,99,9.297,-0.321,8.433082942,35.6686325
46,-177,-23306,-20,77,35,33,9.251,-0.498,8.551046666,34.49500023
44,-177,-23317,-11,79,33,30,9.207,-0.675,8.84400732,32.32300352
41,-178,-23333,-16,79,33,30,9.166,-0.853,8.638022528,32.14277609
36,-179,-23361,-28,73,31,28,9.13,-1.032,8.262113414,29.95584879
34,-180,-23373,-12,108,28,26,9.096,-1.212,8.760008064,26.78598402
29,-180,-23397,-24,108,28,26,9.067,-1.392,8.39506451,26.59993639
55,-362,-23409,-12,68,27,24,9.012,-1.754,8.688007776,25.24405602
25,-181,-23421,-12,69,25,22,8.987,-1.935,8.6870072,23.06320002
21,-182,-23445,-24,69,25,22,8.966,-2.117,8.366057598,22.87580035
36,-364,-23461,-16,65,24,20,8.93,-2.481,8.546016384,21.51592807
15,-182,-23477,-16,61,22,18,8.915,-2.663,8.563015018,19.33418406
25,-365,-23493,-16,61,22,18,8.89,-3.028,8.538015018,18.96918406
