X,Y,Theta,Theta_delta,US1,US2,US3,,,US_X,US_Y
-108,-349,-30146,-16,77,34,19,14.719,-10.275,14.17502321,23.72064809
-58,-173,-30170,-24,77,34,19,14.777,-10.448,13.96107833,23.54220847
-121,-345,-30182,-12,75,39,17,14.898,-10.793,14.43001123,28.20419203
-250,-688,-30194,-12,83,27,17,15.148,-11.481,14.82400778,15.51705602
-66,-170,-30214,-20,73,24,16,15.214,-11.651,14.734032,12.34420016
-68,-170,-30226,-12,73,24,16,15.282,-11.821,14.99400691,12.17727202
-140,-338,-30238,-12,28,21,16,15.422,-12.159,15.17000605,8.839488018
-143,-337,-30246,-8,25,19,15,15.565,-12.496,15.41300162,6.503392003
-75,-166,-30270,-24,25,19,15,15.64,-12.662,15.18404377,6.332528263
-78,-165,-30285,-15,20,15,21,15.718,-12.827,15.49300844,2.171312532
-161,-328,-30301,-16,17,13,19,15.879,-13.155,15.67100887,-0.1566639645
-84,-162,-30321,-20,17,13,19,15.963,-13.317,15.70301733,-0.3195999133
-192,-312,-30397,-76,16,10,18,16.155,-13.629,15.39573142,-3.657866102
0,0,-30608,-211,12,7,13,16.155,-13.629,14.68893522,-6.784246239
-157,-93,-30883,-275,12,7,13,16.312,-13.722,14.41117144,-6.985023617
0,0,-31170,-287,71,4,6,16.312,-13.722,15.17969516,-9.885610325
-183,6,-31449,-279,73,7,3,16.495,-13.716,14.56723881,-6.986680806
0,0,-31716,-267,51,69,5,16.495,-13.716,-1.709886035,52.83910592
-155,97,-31975,-259,51,69,5,16.65,-13.619,-1.021868314,53.07961371
-171,324,-32501,-526,141,49,69,16.821,-13.295,-7.780825815,29.08129251
62,172,32199,64700,57,118,112,16.759,-13.123,129.5806982,-47.69559643
67,170,32171,-28,79,113,113,16.692,-12.953,13.52841341,100.0027069
71,168,32151,-20,79,113,113,16.621,-12.785,14.36115066,100.1924008
93,157,32012,-139,101,97,104,16.528,-12.628,3.088375583,83.43643929
97,155,31988,-24,100,93,100,16.431,-12.473,14.19921427,80.50021729
101,152,31960,-28,96,91,97,16.33,-12.321,13.78233293,78.64333033
220,292,31904,-56,101,88,94,16.11,-12.029,11.1845753,75.83305206
114,142,31872,-32,93,82,91,15.996,-11.887,13.37244781,70.07101958
237,279,31845,-27,93,82,91,15.759,-11.608,13.54526899,70.36211282
122,136,31817,-28,38,82,89,15.637,-11.472,13.3413,70.4958581
127,131,31781,-36,36,79,86,15.51,-11.341,12.66661426,67.60781353
390,387,31761,-20,36,79,86,15.12,-10.954,13.54010533,68.03020053
411,365,31705,-56,33,74,81,14.709,-10.589,10.56716559,63.29499832
139,118,31681,-24,32,125,78,14.57,-10.471,11.57028799,114.4930017
284,231,31661,-20,32,125,78,14.286,-10.24,11.78616666,114.7350008
289,224,31637,-24,31,68,76,13.997,-10.016,12.36515667,57.96441694
148,107,31606,-31,43,65,74,13.849,-9.909,11.83432272,55.05977
150,103,31582,-24,43,65,74,13.699,-9.806,12.13914976,55.1752809
309,196,31546,-36,40,61,72,13.39,-9.61,11.19447431,51.35047627
314,188,31518,-28,30,59,71,13.076,-9.422,11.42421585,49.55487351
479,268,31490,-28,30,59,71,12.597,-9.154,10.94521585,49.82287351
323,172,31470,-20,27,56,58,12.274,-8.982,11.15407467,47.00680037
327,163,31442,-28,26,54,52,11.947,-8.819,10.43519756,45.15983338
330,158,31426,-16,26,54,52,11.617,-8.661,10.75303686,45.33208815
334,150,31403,-23,25,52,49,11.283,-8.511,10.08710544,43.47524661
339,137,31363,-40,23,49,46,10.944,-8.374,8.984522625,40.58680523
172,62,31327,-36,22,52,44,10.772,-8.312,8.900404326,43.65430764
174,56,31291,-36,22,52,44,10.598,-8.256,8.726404326,43.71030764
175,52,31267,-24,20,50,41,10.423,-8.204,9.223115197,41.78160069
353,95,31243,-24,19,46,38,10.07,-8.109,8.966105981,37.87775264
356,84,31211,-32,19,46,38,9.714,-8.025,8.242251208,37.95145001
358,74,31183,-28,17,44,36,9.356,-7.951,8.124160975,36.03175313
361,61,31148,-35,35,99,34,8.995,-7.89,5.530707394,91.04936869
181,24,31116,-32,35,99,34,8.814,-7.866,5.646540644,91.08331633
182,19,31084,-32,12,94,32,8.632,-7.847,5.624513339,86.10487611
182,19,31084,0,10,90,30,8.45,-7.828,8.45,82.172
179,37,31187,103,10,90,30,8.271,-7.791,17.52461779,81.73201692
165,77,31418,231,7,88,29,8.106,-7.714,28.25369467,77.9485379
140,117,31673,255,5,90,28,7.966,-7.597,30.66808678,79.49269661
106,148,31928,255,5,90,28,7.86,-7.449,30.56208678,79.64069661
0,0,32454,526,85,27,64,7.86,-7.449,21.4161081,15.90120199
78,-165,-32544,-64998,29,183,57,7.782,-7.614,-143.7332037,-110.2402298
-128,130,-32210,334,27,64,132,7.91,-7.484,28.8907741,52.97927082
-138,120,-32130,80,27,64,132,8.048,-7.364,13.16254041,56.4313092
-144,113,-32082,48,183,56,126,8.192,-7.251,10.87896793,48.68450039
-147,109,-32054,28,61,56,124,8.339,-7.142,9.906795123,48.83604943
-294,218,-32054,0,61,56,124,8.633,-6.924,8.633,49.076
-146,109,-32058,-4,60,54,123,8.779,-6.815,8.563000576,47.184568
-291,222,-32066,-8,58,121,122,9.07,-6.593,8.102010325,114.403128
-286,228,-32090,-24,58,121,122,9.356,-6.365,6.452278776,114.6001537
-282,233,-32106,-16,62,48,121,9.638,-6.132,8.870032768,41.86185613
-416,358,-32126,-20,55,44,120,10.054,-5.774,9.174058665,38.21720029
-545,489,-32146,-20,53,41,120,10.599,-5.285,9.779054666,35.70680027
-538,497,-32162,-16,53,41,120,11.137,-4.788,10.48102799,36.20675211
-132,126,-32178,-16,51,38,122,11.269,-4.662,10.66102594,33.3331361
-259,258,-32198,-20,47,35,39,11.528,-4.404,10.82804667,30.58900023
-255,262,-32214,-16,47,35,39,11.783,-4.142,11.22302389,30.8535201
-252,265,-32226,-12,45,32,109,12.035,-3.877,11.65100922,28.12069603
-246,271,-32250,-24,43,29,32,12.281,-3.606,11.58506681,25.3856484
-238,278,-32277,-27,43,29,32,12.519,-3.328,11.73609513,25.66143014
-234,282,-32293,-16,40,26,28,12.753,-3.046,12.33701775,22.95067207
-227,287,-32317,-24,37,23,24,12.98,-2.759,12.42805299,20.23437632
-219,293,-32345,-28,37,23,24,13.199,-2.466,12.55508415,20.52498459
-209,300,-32377,-32,28,20,21,13.408,-2.166,12.76810922,17.82376087
-202,305,-32401,-24,26,18,18,13.61,-1.861,13.17804147,16.13381625
-197,308,-32417,-16,24,15,99,13.807,-1.553,13.56701024,13.44508004
-191,312,-32437,-20,24,15,99,13.998,-1.241,13.69802,13.7560001
-86,161,-32496,-59,23,12,11,14.084,-1.08,13.37641069,10.89912006
-51,175,-32704,-208,22,9,8,14.135,-0.905,12.2764692,7.901012904
52,175,32259,64963,19,9,6,14.083,-0.73,21.70661942,-5.513348927
100,153,31968,-291,17,19,8,13.983,-0.577,8.531703809,17.62419144
141,116,31669,-299,17,19,8,13.842,-0.461,8.245270271,17.6959991
0,0,31363,-306,20,16,19,13.842,-0.461,9.02205005,14.79573892
-182,-16,31068,-295,64,16,15,14.024,-0.477,9.372162398,14.83183428
0,0,30765,-303,64,16,15,14.024,-0.477,9.249841888,14.79413009
159,-90,30462,-303,55,55,171,13.865,-0.567,-2.546168509,51.9275097
153,-100,30399,-63,55,55,171,13.712,-0.667,10.24929164,54.2238886
149,-105,30363,-36,112,53,133,13.563,-0.772,11.6554121,52.19365971
147,-108,30347,-16,109,51,126,13.416,-0.88,12.60003482,50.11347214
438,-331,30331,-16,131,50,109,12.978,-1.211,12.17803413,48.78260014
143,-113,30311,-20,131,50,109,12.835,-1.324,11.83506667,48.66600033
142,-115,30295,-16,90,49,127,12.693,-1.439,11.90903345,47.55472813
139,-118,30275,-20,123,47,123,12.554,-1.557,11.61406267,45.43360031
136,-121,30251,-24,123,47,123,12.418,-1.678,11.29010828,45.30846465
271,-245,30243,-8,99,45,23,12.147,-1.923,11.78700384,43.07556001
134,-124,30231,-12,106,43,49,12.013,-2.047,11.49701238,40.94990404
264,-253,30216,-15,106,43,49,11.749,-2.3,11.10402419,40.69516259
261,-256,30204,-12,120,42,116,11.488,-2.556,10.9840121,39.44097604
260,-257,30200,-4,93,40,114,11.228,-2.813,11.06800043,37.18668
255,-262,30180,-20,105,38,43,10.973,-3.075,10.21305067,34.91740025
250,-267,30160,-20,91,36,40,10.723,-3.342,10.003048,32.65080024
372,-404,30152,-8,124,35,39,10.351,-3.746,10.07100299,31.25288001
362,-413,30128,-24,124,35,39,9.989,-4.159,9.149080638,30.83092048
238,-278,30116,-12,123,32,107,9.751,-4.437,9.367009216,27.56069603
116,-141,30100,-16,104,30,32,9.635,-4.578,9.15502048,25.41816008
115,-142,30088,-12,119,27,27,9.52,-4.72,9.196007776,22.27805602
225,-288,30072,-16,107,24,25,9.295,-5.008,8.911016384,18.98892807
110,-146,30052,-20,107,24,25,9.185,-5.154,8.705031999,18.84120016
107,-148,30032,-20,109,22,22,9.078,-5.302,8.638029333,16.69360015
210,-299,30020,-12,116,20,19,8.868,-5.601,8.62800576,14.39756002
102,-152,30001,-19,116,20,19,8.766,-5.753,8.386022863,14.24339011
101,-152,29993,-8,118,17,17,8.665,-5.905,8.529001451,11.094456
199,-307,29985,-8,114,15,14,8.466,-6.212,8.34600128,8.787520003
98,-154,29973,-12,112,13,13,8.368,-6.366,8.212003744,6.633064011
94,-157,29949,-24,112,13,13,8.274,-6.523,7.962029951,6.47325618
84,-162,29889,-60,109,13,9,8.19,-6.685,7.410467916,6.291607019
53,-175,29702,-187,111,9,7,8.137,-6.86,6.463791669,1.983097527
-10,182,29463,-239,111,9,7,8.147,-6.678,6.016419472,2.066176726
0,0,29212,-251,109,11,5,8.147,-6.678,5.414899774,3.977309867
-79,-164,28957,-255,106,109,8,8.226,-6.842,-19.26874954,98.63329923
-121,-137,28682,-275,106,109,8,8.347,-6.979,-21.25161613,97.92534654
-155,-97,28395,-287,108,106,138,8.502,-7.076,-21.50407837,94.58832639
-176,-47,28101,-294,125,106,105,8.678,-7.123,-22.03898769,94.32879479
-183,4,27814,-287,125,106,105,8.861,-7.119,-21.14507837,94.54532639
-178,41,27611,-203,57,122,103,9.039,-7.078,-15.55725312,112.4168716
-171,64,27479,-132,57,130,105,9.21,-7.014,-7.900210756,121.8550835
-327,164,27372,-107,63,55,121,9.537,-6.85,3.663223134,47.83545278
-315,186,27304,-68,63,55,121,9.852,-6.664,6.114881627,48.20888899
-152,101,27248,-56,61,53,121,10.004,-6.563,7.037551031,46.35391772
-148,107,27208,-40,60,51,120,10.152,-6.456,8.112543956,44.50320544
-286,228,27165,-43,60,51,120,10.438,-6.228,8.245675747,44.72485776
-138,119,27125,-40,60,48,121,10.576,-6.109,8.656511959,41.85260512
-270,247,27097,-28,59,46,163,10.846,-5.862,9.558168292,40.11996918
-261,256,27061,-36,59,46,163,11.107,-5.606,9.451357673,40.36419522
-128,130,27045,-16,0,44,46,11.235,-5.476,10.53103004,38.51836812
-253,265,27029,-16,55,40,42,11.488,-5.211,10.84802731,34.78388011
-123,135,27005,-24,55,40,42,11.611,-5.076,10.65109216,34.91248055
-120,138,26981,-24,52,38,40,11.731,-4.938,10.81908755,33.05105653
-117,140,26965,-16,48,35,36,11.848,-4.798,11.28802389,30.1975201
-226,287,26934,-31,48,35,36,12.074,-4.511,10.98917377,30.47218385
-219,293,26910,-24,29,32,32,12.293,-4.218,11.52507373,27.77278444
-320,446,26890,-20,27,29,30,12.613,-3.772,12.03303867,25.22220019
-210,300,26878,-12,26,27,26,12.823,-3.472,12.49900778,23.52605602
-203,305,26854,-24,26,27,26,13.026,-3.167,12.37806221,23.82522437
-97,154,26830,-24,24,24,23,13.123,-3.013,12.54705529,20.98008833
-94,156,26810,-20,24,21,20,13.217,-2.857,12.797028,18.13880014
-91,159,26786,-24,24,21,20,13.308,-2.698,12.80404838,18.29595229
-175,321,26766,-20,21,19,17,13.483,-2.377,13.10302533,16.61920013
-170,324,26750,-16,20,17,15,13.653,-2.053,13.38101161,14.94482405
-165,327,26734,-16,20,17,15,13.818,-1.726,13.54601161,15.27182405
-160,329,26719,-15,19,93,13,13.978,-1.397,12.58305231,91.5925377
-71,168,26667,-52,17,12,9,14.049,-1.229,13.42528118,10.75477966
0,183,26268,-399,16,11,7,14.049,-1.046,9.775532046,9.089949469
48,176,25998,-270,14,17,6,14.001,-0.87,9.466565576,15.51410524
94,157,25727,-271,14,17,82,13.907,-0.713,9.356183741,15.66656261
272,245,25428,-299,14,17,82,13.635,-0.468,8.627399716,15.77773604
0,0,25141,-287,168,11,14,13.635,-0.468,10.52116168,10.08207161
180,31,24866,-275,56,13,10,13.455,-0.437,9.92488982,12.07452757
182,-16,24604,-262,56,13,10,13.273,-0.453,9.905833387,12.1033605
175,-54,24396,-208,54,169,9,13.098,-0.507,-21.80107839,164.8503534
166,-75,24269,-127,56,54,13,12.932,-0.582,6.092420585,52.98310201
158,-92,24165,-104,56,54,13,12.774,-0.674,7.168118302,53.03423112
150,-104,24090,-75,91,53,127,12.624,-0.778,8.652725515,52.07300736
145,-112,24038,-52,120,53,56,12.479,-0.89,9.724241869,52.03836015
141,-116,24006,-32,120,53,56,12.338,-1.006,10.64228944,51.96686632
137,-121,23974,-32,136,52,24,12.201,-1.127,10.53728397,50.84637827
131,-127,23927,-47,102,50,22,12.07,-1.254,9.720865096,48.69078517
130,-129,23915,-12,103,48,49,11.94,-1.383,11.36401382,46.61354404
128,-131,23899,-16,132,48,49,11.812,-1.514,11.04403277,46.47985613
127,-131,23895,-4,133,46,47,11.685,-1.645,11.50100049,44.354632
254,-264,23891,-4,133,46,47,11.431,-1.909,11.24700049,44.090632
125,-133,23883,-8,97,118,115,11.306,-2.042,10.36201007,115.954224
123,-135,23867,-16,98,105,114,11.183,-2.177,9.503071679,102.8095603
242,-275,23847,-20,98,105,114,10.941,-2.452,8.841139997,102.5270007
118,-139,23831,-16,129,114,42,10.823,-2.591,8.999077823,111.3944083
233,-282,23815,-16,127,40,39,10.59,-2.873,9.950027306,37.12188011
115,-142,23807,-8,127,40,39,10.475,-3.015,10.15500341,36.98372001
112,-144,23787,-20,93,35,35,10.363,-3.159,9.663046666,31.83400023
218,-294,23763,-24,120,112,29,10.145,-3.453,7.457258041,108.5147455
106,-148,23747,-16,118,28,26,10.039,-3.601,9.591019114,24.39541608
206,-302,23723,-24,118,28,26,9.833,-3.903,9.16106451,24.08893639
200,-306,23703,-20,117,26,23,9.633,-4.209,9.113034666,21.78580017
193,-311,23680,-23,115,24,21,9.44,-4.52,8.888048667,19.47365228
94,-157,23664,-16,115,21,19,9.346,-4.677,9.010014336,16.32031206
185,-316,23656,-8,113,19,16,9.161,-4.993,9.009001621,14.006392
181,-318,23644,-12,113,19,16,8.98,-5.311,8.752005472,13.68763202
179,-319,23636,-8,114,16,14,8.801,-5.63,8.673001365,10.369488
87,-161,23620,-16,114,15,12,8.714,-5.791,8.47401024,9.207080041
83,-163,23596,-24,114,15,12,8.631,-5.954,8.271034559,9.041680207
66,-170,23496,-100,108,13,9,8.565,-6.124,7.267165584,6.811054149
-29,180,23285,-211,106,142,8,8.594,-5.944,-21.14617134,132.9067191
-17,-182,23030,-255,105,140,7,8.611,-6.126,-26.70335721,129.3468614
0,0,22760,-270,105,140,7,8.611,-6.126,-28.73140114,128.8019255
-224,-289,22465,-295,106,107,138,8.835,-6.415,-22.27416396,95.96282923
-172,-61,21895,-570,121,103,104,9.007,-6.476,-46.57510102,80.23980044
-179,35,21357,-538,53,121,104,9.186,-6.441,-52.81676521,97.46596371
-170,67,21178,-179,53,121,104,9.356,-6.374,-12.18752249,112.6926899
-159,90,21039,-139,62,56,118,9.515,-6.284,1.756041574,49.17588247
-149,106,20935,-104,61,52,120,9.664,-6.178,4.265743551,45.54103738
-130,128,20776,-159,61,51,120,9.794,-6.05,1.719124108,44.30669151
-247,270,20724,-52,61,52,49,10.041,-5.78,7.338218438,46.14971184
-236,280,20684,-40,61,52,49,10.277,-5.5,8.197554622,46.45840555
-227,287,20652,-32,33,49,46,10.504,-5.213,8.936267592,43.76191414
-220,292,20629,-23,32,48,44,10.724,-4.921,9.620097333,43.06630456
-210,299,20597,-32,30,58,42,10.934,-4.622,9.078316741,53.34830653
-203,304,20573,-24,30,58,42,11.137,-4.318,9.745133628,53.6652968
-98,154,20549,-24,27,56,40,11.235,-4.164,9.89112902,51.81987277
-95,156,20529,-20,181,41,37,11.33,-4.008,10.51005467,36.98380027
-182,317,20505,-24,181,41,37,11.512,-3.691,10.52809446,37.29719257
-88,160,20485,-20,25,39,34,11.6,-3.531,10.820052,35.46120026
-171,324,20469,-16,24,44,31,11.771,-3.207,11.06703004,40.78736812
-162,328,20441,-28,24,44,31,11.933,-2.879,10.70116098,41.10375313
-76,166,20414,-27,21,34,29,12.009,-2.713,11.09111153,31.27460775
-72,168,20390,-24,20,33,27,12.081,-2.545,11.28907603,30.44549646
-138,339,20370,-20,20,33,27,12.219,-2.206,11.559044,30.78740022
-132,341,20354,-16,18,30,24,12.351,-1.865,11.87102048,28.13116008
-63,171,20338,-16,16,32,22,12.414,-1.694,11.90202185,30.30190409
-60,172,20322,-16,14,28,20,12.474,-1.522,12.02601911,26.47441608
-116,347,20306,-16,14,28,20,12.59,-1.175,12.14201911,26.82141608
-53,175,20278,-28,13,24,17,12.643,-1,11.9710878,22.99059261
-100,352,20262,-16,11,22,16,12.743,-0.648,12.39101502,21.34918406
-65,171,20350,88,11,22,16,12.808,-0.477,14.74150224,21.43787096
-98,154,20553,203,9,19,14,12.906,-0.323,16.73656401,18.28685705
-136,122,20824,271,7,18,30,13.042,-0.201,17.86051133,17.1420663
-163,82,21087,263,7,18,30,13.205,-0.119,17.88461409,17.262059
-179,37,21350,263,9,11,120,13.384,-0.082,16.24376417,10.53975828
182,11,21616,266,16,11,130,13.202,-0.071,16.09361652,10.5421312
-173,-59,21883,267,16,11,130,13.375,-0.13,16.27722821,10.48023428
150,104,22162,279,10,139,127,13.225,-0.026,51.50482926,133.5990526
-119,-139,22417,255,9,128,129,13.344,-0.165,45.63141231,123.6959018
-97,-155,22564,147,9,128,129,13.441,-0.32,32.18930736,126.2995126
-82,-163,22656,92,12,126,138,13.523,-0.483,25.09865447,124.984144
-149,-334,22704,48,127,126,153,13.672,-0.817,19.71767784,125.0378759
-71,-168,22724,20,121,125,141,13.743,-0.985,16.24283334,123.9900008
-143,-337,22724,0,121,125,141,13.886,-1.322,13.886,123.678
-72,-168,22716,-8,144,124,139,13.958,-1.49,12.96601058,122.506032
-73,-167,22712,-4,122,125,177,14.031,-1.657,13.53100133,123.342
-75,-166,22700,-12,122,125,177,14.106,-1.823,12.606036,123.1680001
-78,-165,22684,-16,118,121,115,14.184,-1.988,12.2480826,118.9965123
-80,-164,22672,-12,119,120,131,14.264,-2.152,12.82403456,117.8393601
-165,-326,22656,-16,119,120,131,14.429,-2.478,12.50908192,117.5066403
-179,-319,22612,-44,121,128,93,14.608,-2.797,8.977817083,125.079116
-93,-157,22592,-20,121,128,93,14.701,-2.954,12.14117066,125.0204009
-193,-311,22568,-24,98,115,125,14.894,-3.265,12.13426495,111.7018816
-99,-153,22548,-20,117,111,119,14.993,-3.418,12.773148,107.5598007
-406,-609,22537,-11,99,111,117,15.399,-4.027,14.17802462,106.9662846
-209,-300,22517,-20,99,111,117,15.608,-4.327,13.388148,106.6508007
-215,-296,22497,-20,110,124,115,15.823,-4.623,13.34316533,119.3522008
-220,-293,22481,-16,109,105,113,16.043,-4.916,14.36307168,100.0705603
-224,-289,22465,-16,109,105,113,16.267,-5.205,14.58707168,99.78156029
-230,-284,22445,-20,113,104,112,16.497,-5.489,14.41713866,98.49020069
-234,-281,22429,-16,106,107,109,16.731,-5.77,15.01907304,101.2163043
-120,-138,22409,-20,106,107,109,16.851,-5.908,14.71114266,101.0706007
-122,-136,22393,-16,129,117,107,16.973,-6.044,15.10107987,110.9410243
-124,-134,22381,-12,14,96,99,17.097,-6.178,15.94502765,89.81508808
-251,-266,22369,-12,14,96,99,17.348,-6.444,16.19602765,89.54908808
-255,-262,22353,-16,13,117,104,17.603,-6.706,15.73107987,110.2790243
-252,-265,22365,12,11,123,100,17.855,-6.971,19.33096458,116.0201441
-107,-148,22497,132,12,86,94,17.962,-7.119,29.2810625,78.13285525
-70,-168,22728,231,12,86,94,18.032,-7.287,37.72179252,76.42866204
10,-182,23182,454,107,110,56,18.022,-7.469,66.26402165,91.38800454
54,-175,23425,243,107,110,56,17.968,-7.644,44.4357123,99.12425467
96,-155,23680,255,113,128,53,17.872,-7.799,50.15941231,116.0619018
-131,127,23927,247,95,108,53,18.003,-7.672,44.40858021,97.05022942
158,-91,24174,247,95,108,53,17.845,-7.763,44.25058021,96.95922942
176,-49,24420,246,103,52,86,17.669,-7.812,30.33236972,42.62250275
178,-39,24476,56,103,52,86,17.491,-7.851,20.40147823,44.06748531
179,-38,24484,8,106,52,139,17.312,-7.889,17.72799556,44.10933601
179,-38,24484,0,54,51,85,17.133,-7.927,17.133,43.073
358,-78,24480,-4,51,51,79,16.775,-8.005,16.57100054,42.994592
178,-39,24476,-4,51,51,79,16.597,-8.044,16.39300054,42.955592
178,-42,24464,-12,51,50,136,16.419,-8.086,15.8190144,41.91040004
177,-44,24448,-16,49,48,80,16.242,-8.13,15.47403277,39.86385613
177,-47,24436,-12,49,48,80,16.065,-8.177,15.48901382,39.81954404
176,-49,24420,-16,48,47,133,15.889,-8.226,15.13703208,38.76798413
175,-52,24405,-15,46,45,71,15.714,-8.278,15.03902531,36.71693759
174,-56,24381,-24,46,45,71,15.54,-8.334,14.46010368,36.65304062
172,-61,24353,-28,45,43,71,15.368,-8.395,14.16415732,34.5881451
342,-131,24329,-24,43,41,69,15.026,-8.526,14.04209446,32.46219257
168,-71,24297,-32,43,41,69,14.858,-8.597,13.5462239,32.38200979
333,-151,24269,-28,41,40,67,14.525,-8.748,13.40514634,31.23632102
164,-80,24241,-28,39,37,65,14.361,-8.828,13.32513537,28.15749695
322,-173,24201,-40,37,35,63,14.039,-9.001,12.6393733,25.97100373
159,-90,24178,-23,36,32,62,13.88,-9.091,13.14406489,22.90053637
313,-189,24154,-24,34,30,61,13.567,-9.28,12.84706912,20.71136041
154,-98,24126,-28,34,30,61,13.413,-9.378,12.57310976,20.61024077
302,-206,24098,-28,32,28,33,13.111,-9.584,12.32710244,18.40502472
148,-106,24074,-24,31,26,30,12.963,-9.69,12.3390599,16.30251236
146,-109,24054,-20,31,26,30,12.817,-9.799,12.29703467,16.19580017
288,-226,24030,-24,89,23,99,12.529,-10.025,11.97705299,12.96837632
283,-232,24010,-20,88,21,27,12.246,-10.257,11.826028,10.73880014
139,-119,23986,-24,88,21,27,12.107,-10.376,11.60304838,10.61795229
135,-123,23958,-28,100,19,23,11.972,-10.499,11.44006951,8.493552487
133,-125,23939,-19,87,16,22,11.839,-10.624,11.53501829,5.373112087
390,-387,23915,-24,83,16,23,11.449,-11.011,11.06503686,4.984392221
126,-132,23887,-28,83,16,23,11.323,-11.143,10.87505854,4.85072841
129,-129,23911,24,82,11,15,11.194,-11.272,11.45797466,-0.2751678479
145,-111,24042,131,82,8,11,11.049,-11.383,12.09400512,-3.451545889
163,-82,24229,187,82,8,11,10.886,-11.465,12.37329629,-3.604468865
177,-46,24440,211,119,8,20,10.709,-11.511,12.38450261,-3.688424273
183,-5,24663,223,10,8,74,10.526,-11.516,12.29525063,-3.714093041
-179,-37,24902,239,10,8,74,10.705,-11.553,12.59884936,-3.780398466
-164,-80,25153,251,6,99,51,10.869,-11.633,35.45790203,84.2647888
139,118,25400,247,6,54,51,10.73,-11.515,23.9327901,40.84611471
107,148,25639,239,6,54,51,10.623,-11.367,23.40648317,41.09806036
82,163,25803,164,7,51,83,10.541,-11.204,18.86755736,39.11168784
140,338,25874,71,21,51,81,10.401,-10.866,14.01895852,40.00550849
63,171,25910,36,100,51,80,10.338,-10.695,12.17360345,40.27195557
61,172,25926,16,100,51,80,10.277,-10.523,11.09296518,40.47047214
59,173,25934,8,72,49,79,10.218,-10.35,10.60999582,38.64843201
61,172,25926,-8,50,49,75,10.157,-10.178,9.765004181,38.82043201
62,172,25918,-8,50,49,75,10.095,-10.006,9.703004181,38.99243201
63,171,25910,-8,48,47,75,10.032,-9.835,9.656004011,37.16349601
66,170,25894,-16,46,45,72,9.966,-9.665,9.24603072,35.32924012
138,339,25878,-16,46,45,72,9.828,-9.326,9.10803072,35.66824012
165,327,25799,-79,42,40,68,9.663,-8.999,6.506285901,30.8762449
171,323,25779,-20,41,37,66,9.492,-8.676,8.752049332,28.31660025
89,159,25755,-24,92,34,64,9.403,-8.517,8.587078334,25.47320847
187,315,25731,-24,92,34,64,9.216,-8.202,8.400078334,25.78820847
193,311,25711,-20,91,31,64,9.023,-7.891,8.403041333,23.10280021
306,456,25675,-36,90,28,63,8.717,-7.435,7.709217714,20.54685796
212,298,25647,-28,90,26,181,8.505,-7.137,7.777095122,18.85280867
111,145,25615,-32,90,26,181,8.394,-6.992,7.562141987,18.99468914
231,284,25584,-31,88,23,64,8.163,-6.708,7.450114193,16.28094939
118,139,25564,-20,87,20,29,8.045,-6.569,7.645026666,13.42700013
244,272,25536,-28,87,20,29,7.801,-6.297,7.24107317,13.69516051
253,264,25504,-32,87,17,172,7.548,-6.033,7.004092838,10.95829674
271,246,25432,-72,12,14,15,7.277,-5.787,6.269870686,8.176727674
296,215,25325,-107,10,11,12,6.981,-5.572,5.806244627,5.365090555
167,74,25114,-211,9,9,9,6.814,-5.498,4.929059563,3.302397693
-180,-29,24859,-255,9,9,9,6.994,-5.527,4.723791322,3.181969661
182,-18,24596,-263,6,10,6,6.812,-5.545,4.212214394,4.111143889
-169,69,24309,-287,5,0,7,6.981,-5.476,6.981,-5.476
-143,114,24022,-287,6,5,13,7.124,-5.362,5.708618945,-0.566512906
-102,151,23719,-303,6,5,13,7.226,-5.211,5.73407559,-0.4387718459
58,-173,23449,-270,154,4,5,7.168,-5.384,6.101074253,-1.528916415
7,-183,23166,-283,49,154,3,7.161,-5.567,-35.84158531,142.3071954
-43,-177,22883,-283,125,154,5,7.204,-5.744,-35.79858531,142.1301954
-69,-169,22736,-147,125,125,6,7.273,-5.913,-11.0358939,117.7388678
-93,-157,22588,-148,125,125,6,7.366,-6.07,-11.06653659,117.5634971
-117,-140,22429,-159,125,122,149,7.483,-6.21,-11.83336978,114.2511052
-138,-119,22266,-163,139,127,22,7.621,-6.329,-12.98845422,118.9876006
-156,-95,22102,-164,139,127,22,7.777,-6.424,-12.9577605,118.8719285
-170,-66,21927,-175,133,122,47,7.947,-6.49,-13.29419279,113.6466377
-179,-36,21756,-171,62,122,119,8.126,-6.526,-12.63447759,113.6946412
-183,-6,21589,-167,120,136,119,8.309,-6.532,-14.29757795,127.5759514
-182,17,21461,-128,120,136,119,8.491,-6.515,-8.869503481,128.3724083
-358,75,21346,-115,57,134,123,8.849,-6.44,-6.527056245,126.6749011
-350,108,21254,-92,56,124,134,9.199,-6.332,-2.192913924,117.143602
-340,135,21174,-80,56,124,134,9.539,-6.197,-0.3704220522,117.4064116
-329,161,21099,-75,55,54,133,9.868,-6.036,5.821795807,47.81219618
-159,89,21043,-56,22,50,135,10.027,-5.947,7.228463237,43.97462049
-155,96,20999,-44,22,50,135,10.182,-5.851,7.982709798,44.10060781
-152,102,20963,-36,21,47,121,10.334,-5.749,8.642365448,41.22054729
-149,105,20939,-24,19,44,120,10.483,-5.644,9.427101373,38.34332861
-143,114,20880,-59,18,41,166,10.626,-5.53,8.208403179,35.3986602
-280,235,20856,-24,47,39,40,10.906,-5.295,9.970089853,33.69376854
